communityname,state,countyCode,communityCode,autoTheftPerPop,PctKidsBornNeverMar,PctKids2Par,PctFam2Par,PctTeen2Par,PctRecImmig10,PctPersDenseHous,PctForeignBorn,PctRecImmig8,PopDens,PctHousLess3BR,PctRecImmig5,FemalePctDiv,PctNotSpeakEnglWell,PctPersOwnOccup,PctRecentImmig,TotalPctDiv,PctSpeakEnglOnly,PctYoungKids2Par,pctWPubAsst,PctLargHouseFam,PctHousOwnOcc,pctWInvInc,MalePctDivorce,PctUnemployed,PctVacantBoarded,MedNumBR,PctUsePubTrans,RacialMatchCommPol,PctNotHSGrad,LemasPctOfficDrugUn
EastOrangecity,NJ,13,19390,2014.34,16.74,34.12,41.2,45.98,7.12,10.74,12.96,5.34,18091.3,72.02,3.52,18.73,2.08,34.83,2.01,17.06,88.75,42.17,14.71,12.4,27.48,21.24,14.94,11.76,7.32,2,25.57,63.94,30.7,7.76
Ogdencity,UT,,,366.58,2.64,67.64,68.87,75.95,1.74,4.54,3.88,1.27,2365.2,54.25,0.96,15.15,1.64,61.97,0.6,14.35,89.01,75.35,9.77,8.44,58.81,38.21,13.48,8.2,13.16,2,2.84,90.26,24.93,0
Petersburgcity,VA,730,61832,544.19,12.99,37.26,45.86,57.54,0.48,4.3,1.84,0.39,1619.7,52.56,0.39,16.86,0.59,52.43,0.23,15.65,95.73,51.46,12.38,6.5,50.86,21.44,14.18,8.45,10.91,2,3.58,,37.76,0
Baytowncity,TX,,,746.46,2.74,68.81,73.6,74.89,3.82,9.25,9.88,2.75,1969.2,51.46,1.9,14.39,4.62,58.18,1.2,12.82,78.36,79.88,6.22,8.08,56.69,34.48,11.16,7.87,8.47,2,0.17,,28.77,0
Eugenecity,OR,,,311.91,1.89,69.15,70.42,71.2,2.63,2.61,5.1,2.4,2858.7,52.1,2.15,14.79,0.8,56.17,1.64,12.92,92.49,82.8,5.56,3.18,50.75,50.06,10.86,6.42,0.99,2,3.53,95.42,11.44,11.11
Providencecity,RI,7,59000,2080.04,9.23,50.04,54.32,55.78,11.42,6.01,19.62,9.28,8403.8,61.38,6.98,13.54,8.58,38.84,4.37,11.37,69.54,59.15,16.33,8.14,36.15,33.3,8.88,9.18,7.61,2,7.61,74.93,37.24,7.5
NorthLittleRockcity,AR,,,1386.09,5.46,57.72,63.45,64.87,0.23,3.08,1.13,0.18,1500,47.34,0.11,16.32,0.47,61.24,0.1,14.81,97.12,72.07,7.4,4.52,58.88,34.47,13.03,5.39,4.85,3,1.58,82.18,26.96,9.68
Metuchenborough,NJ,23,45690,229.45,1.81,81.36,83.6,87.3,2.76,1.2,9.25,2.28,4511,34.55,1.56,9.29,1.17,83.49,0.73,7.56,86.77,95.41,2,3.83,78.65,61.13,5.6,3.14,4.35,3,11.91,,14.54,0
Warrentown,RI,1,73760,158.81,1.34,77.41,78.71,82.34,1.64,1.22,10.12,1.59,1785.6,48.02,1.05,10.38,3.58,65.33,0.06,9.43,82.67,84.38,6.05,3.45,59.1,42.69,8.34,5.21,0.34,3,1.88,,30.69,0
Kentcity,OH,,,229.15,4.53,64.84,64.36,63.26,2.54,2.52,4.77,2.35,3194.9,56.31,2.03,9.06,0.68,42.66,1.47,7.65,92.05,70.16,7.49,3.4,38.65,41.07,5.96,6.9,1.5,2,3.15,,14.11,0
Cypresscity,CA,,,745.95,1.69,73.34,78.17,76.71,5.83,6.84,15.44,4.71,6221.6,32.52,3.07,13.74,3.58,70.66,2.05,11.18,78.92,90.75,4.46,7.45,69.41,48.82,8.47,4.48,1.15,3,0.58,,12.49,0
Yukoncity,OK,,,201.63,0.91,81.02,82.05,82.63,0.5,2.73,1.85,0.5,783.5,25.64,0.42,12.42,0.49,75.61,0.32,10.45,95.78,92.97,2.08,3.63,73.61,44.86,8.23,4.96,1.36,3,0.3,,15.49,0
Lislevillage,IL,,,146.41,1.57,86.6,86.4,87.76,2.63,1.44,7.37,2.16,3188.2,54.19,1.49,10.15,1.78,65.04,1.12,8.95,87.37,94.98,1.35,4.13,53.34,54.93,7.73,2.26,0,2,9.32,,6.32,0
ChapelHilltown,NC,,,206.59,3.23,71.6,72.41,69.84,5.37,1.76,8.28,4.98,2260.6,59.96,4.08,8.63,1.29,45.64,3.44,7.23,89.76,88.73,2.55,2.26,40.5,61.27,5.52,4.42,0.37,2,5.54,,6.65,0
Bedfordcity,IN,,,307.93,0.64,70.27,73.81,82.04,0.32,1.72,0.63,0.2,1121.1,56.14,0.09,13.66,0.34,72.52,0.09,12.3,97.67,81.87,4.93,2.66,69.67,40.55,10.59,5.94,2.24,2,0.3,,30.4,0
Mauldincity,SC,,,136.79,1.93,80.66,82.6,86.01,0.37,1.02,1.61,0.3,1617.4,31.79,0,11.74,0.17,74.61,0,9.43,96.75,89.03,2.77,3.15,68.39,40.99,6.91,2.67,0.87,3,0,,11.61,0
Kentcity,WA,,,1152.8,2.92,64.79,65.97,70.95,1.77,4.65,4.93,1.18,1936.3,67.88,0.8,18.93,1.02,39.68,0.56,17,93.57,76.35,5.55,3.71,36.05,39.36,15.08,4.3,0.81,2,4.68,,13.58,0
Waynesborocity,VA,820,83680,301,2.52,64.31,70.49,73.29,0.97,1.84,2.16,0.59,1274.7,44.2,0.17,14.95,0.3,63.72,0.17,13.08,96.49,71.45,5.44,2.79,62.26,41.08,10.92,4.82,2.69,3,0.07,,28.82,0
Westfieldcity,MA,13,76030,281.29,2.29,74.17,75.55,77.8,1.12,1.43,4.1,1.08,795,45.65,0.92,10.28,1.64,69.92,0.83,8.87,89.17,80.57,8.15,3.62,65.45,46.68,7.28,5.15,0.93,3,1.16,,21.26,0
Bountifulcity,UT,,,97.6,0.43,86.66,85.72,88.83,0.51,2.81,2.07,0.4,3320.6,27.18,0.24,8.76,0.48,80.83,0.15,6.95,95.45,92.75,4.76,16.45,76.42,55.7,4.99,3.62,0.3,3,3.55,,8.4,0
Cadillaccity,MI,165,12320,161.89,1.57,66.63,66.2,75.47,0.54,1.77,1.5,0.18,1458.4,47.49,0.18,15.71,0.32,65.66,0.16,13.6,96.55,68.62,14.15,4.5,62.43,39.37,11.02,12.11,1.35,3,0.21,,24.69,0
Arlingtontown,MA,17,1605,209.63,0.71,80.11,81.11,79.62,3.68,1.07,11.97,3.06,8311,51.42,2.45,8.15,1.5,63.48,1.91,7,85.8,92.67,4.4,3.64,57.02,62.98,5.58,4.47,0.66,2,16.77,,11.49,0
PaloAltocity,CA,,,328.61,0.88,77.02,78.37,75.82,8.38,2.5,18.06,7.47,2278.3,48.74,5.61,14.99,2.06,62.42,4.1,12.24,82.47,95.63,3.26,2.65,56.74,70.39,9.34,2.4,2.04,3,2.64,92.83,5.27,0
Spartatownship,NJ,37,69690,77.35,0.5,88.94,89.66,91.04,0.62,0.33,4.92,0.45,391.2,20.9,0.29,7.11,0.35,88.98,0.2,6.44,93.61,96.64,2.23,3.9,86.37,62.47,5.74,3.85,0.8,3,3.11,,6.87,0
Stratfordtown,CT,1,74190,789.84,2.18,75.43,78.38,82.25,0.9,1.53,6.16,0.76,2711.4,40.64,0.53,9.82,0.87,81.88,0.27,8.62,88.87,90.81,3.51,4.22,79.75,55.79,7.25,4.97,5.82,3,1.99,82.5,22.22,5
DeerParkcity,TX,,,131.73,0.48,80.28,83.69,85.92,0.77,4.92,3.02,0.65,2574.7,19.98,0.41,11.65,0.87,75.96,0.23,10.24,91.3,93.32,2.82,4.78,75.04,42.78,8.82,5.29,4.26,3,0.05,,15.69,0
ArlingtonHeightsvillage,IL,,,81.74,0.83,89.02,89.28,89.43,2.74,1.03,9.33,2.32,4503.5,40.99,1.77,8.48,1.66,80.24,1.23,7.21,87.59,94.87,1.71,3.82,72.59,64.26,5.79,2.65,0.06,3,8.52,,10.22,0
Hazelwoodcity,MO,,,671.73,1.85,72.03,73.9,73.65,0.47,1.18,2.36,0.4,3023.7,44.36,0.22,15.09,0.45,69.44,0.12,12.93,95.76,88.68,2.42,3.27,63.49,50.32,10.53,3.96,0.73,3,0.76,,17.59,0
NewHopecity,MN,53,45628,182.79,2.87,73.06,72.55,79.7,0.97,1.94,3.54,0.61,4124.5,48.78,0.41,11.65,1.35,65.95,0.01,9.83,93.63,80,5.06,2.62,55.52,52.88,7.52,4.28,0,3,4.38,,11.91,0
Newberrytownship,PA,133,53224,86.79,1.84,80.61,82.67,89.28,0.35,1.13,1.18,0.17,380.8,36.3,0.07,10.57,0.39,88.78,0.07,10.04,98.01,88.65,3.3,3.15,87.25,43.84,9.51,2.96,1.91,3,0.06,,22.42,0
SouthElMontecity,CA,,,1080.89,9.59,61.45,71.97,73.67,22.83,44.16,46.11,16.88,6959.3,65.26,11.74,10.89,26.89,44.42,7.02,8.95,22.93,77.11,15.23,31.65,49.04,14.85,7.18,11.49,5.38,2,4.9,,63.37,0
Stephenvillecity,TX,,,69.08,1.01,72.91,77.45,77.81,1.25,3.2,2.38,1,1605.9,56.28,0.68,10.85,1.22,56.27,0.24,9.27,92.05,91.63,4.94,3.43,52.94,38.56,7.47,7.18,1.21,2,0,,23.7,0
Cudahycity,CA,,,699.6,11.81,59.29,66.61,71.1,32.01,54.34,55.24,24.22,20014.9,85.51,18.07,13.79,31.26,13.93,9.78,10.66,14,71.51,19.2,32.87,16.86,9.02,7.58,10.24,2.58,2,8.95,,68.7,0
Lincolntownship,MI,21,47600,64.86,1.26,85.49,85.65,82.43,0.24,1.09,3.34,0.19,732.3,37.16,0.15,10.01,0.52,81.16,0.15,8.84,94.24,96.83,2.3,2.38,75.78,56.78,7.56,3.6,0.32,3,0,,15.01,0
Albanycity,CA,,,536.52,2.38,69.72,70.48,61.85,15.21,5.55,25.19,13.47,9255.7,73.97,10.36,15.59,4.52,46.58,6.81,13.27,70.5,90.25,3.94,2.05,45.84,59.66,10.51,2.96,1.45,2,17.5,,8.15,0
Ewingtownship,NJ,21,22185,1462.93,2.05,74.9,80.43,70.08,1.31,1.4,5.72,0.99,2151.6,34.85,0.7,8.68,0.73,80.86,0.38,8,91.46,90.73,3.13,4.05,74.97,55.6,7.22,3.82,2.4,3,2.36,,20.69,0
FortThomascity,KY,,,61.69,0.46,84.48,84.83,88.66,0.09,0.47,0.76,0.09,2747.1,43.76,0.04,8.82,0.64,79.46,0.04,7.67,97.34,93.92,3.62,4.35,71.61,63.09,6.32,3.09,0.99,3,5.01,,14.31,0
LaMiradacity,CA,,,753.62,1.72,75.14,83.2,83.09,6.02,7.05,15.87,4.59,4974.4,22.91,2.87,10.58,3.7,82.53,2,8.89,74.07,91.29,5.31,8.82,82.43,46.16,7.09,4.57,0.16,3,0.77,,18.94,0
Swataratownship,PA,43,75672,435.07,1.14,76.49,78.34,81.93,0.46,0.83,3.5,0.31,1435.5,34.95,0.12,10.84,0.5,76.26,0.12,10.31,92.14,94.04,3.1,2.35,71.17,52.19,9.74,3.75,1.09,3,2.48,,23.65,0
Totowaborough,NJ,31,73140,795.71,0.4,79.7,85.84,88.09,1.57,0.58,12.6,1.32,2458.9,35.27,1.24,6.67,2.34,84.72,0.52,5.82,79.26,100,3.57,4.61,81.27,56.47,4.81,3.91,0.91,3,2.17,,31.91,0
WestCaldwelltownship,NJ,13,78510,207.68,0.4,90.36,92.06,89.29,1.42,0.62,8.49,0.89,1992.3,18,0.83,5.97,1.49,92.31,0.61,4.75,86.83,100,1.66,4.14,89.71,70.79,3.42,2.03,0,3,4.88,,11.35,0
Coventrytown,RI,3,18640,118.65,1.25,81.05,83.82,86.08,0.4,1.22,2.84,0.26,503.9,37.8,0.1,10.14,0.81,84.71,0.1,9.02,92.54,88.28,5.06,4.2,80.34,44.09,7.8,5.7,1,3,0.65,,25.57,0
CalumetCitycity,IL,,,1996.52,3.5,64.31,66.47,65.56,1.18,2.82,5.13,0.73,5023.9,53.01,0.52,13.94,1.48,67.76,0.34,12.57,86.61,74.99,6.57,4.5,62.45,37.01,10.99,7.73,2.86,2,10.29,,26.98,0
Troycity,MI,125,80700,421.55,0.37,89.58,89.95,90.38,3.74,1.31,11.61,3.09,2098,30.01,2.23,8.28,1.56,83.04,1.64,7.13,85.78,96.01,1.88,4.54,74.7,63.29,5.9,3.19,1.07,3,0.16,92.28,11.07,3.82
Danvillecity,CA,,,46.27,0.52,86.84,87.01,83.7,2.37,0.78,9.11,1.77,1708.1,12.71,0.75,10.04,0.59,88.9,0.38,8.44,88.86,96.8,1.7,3.3,87.79,68.3,6.75,2.41,0.5,4,4.05,,4.27,0
Waycrosscity,GA,,,323.46,7.32,45.98,52.88,60.71,0.4,4.7,0.71,0.2,1400.2,45.33,0.09,16.95,0,58.15,0,15.26,97.48,44.01,19.11,6.44,59.03,24.16,13,8.17,2.47,3,0.11,,43.86,0
Centervillecity,OH,,,160.29,1.26,83.8,83.18,85.66,0.95,0.36,3.93,0.81,2274.5,37.4,0.66,9.96,0.6,77.08,0.51,8.2,94.74,88.81,3.23,2.12,71.17,65.18,6.18,2.44,0.42,3,1.39,,7.79,0
Rostravertownship,PA,129,66376,376.73,0.71,77.92,81.29,91.45,0,0.93,0.71,0,336.8,40.03,0,8.35,0.34,84.78,0,7.67,95.79,90.54,7.65,2.66,83.44,44.51,6.92,10.57,4.01,3,0.97,,22.71,0
Ryecity,NY,119,64309,213.62,0.61,89.05,88.47,90.72,13.83,1.22,23.12,12.98,2495,30.48,11.31,8.12,3.15,75.25,8.04,6.38,80.36,98.94,1.87,4.09,71.63,65.77,4.37,2.55,0.53,3,28.72,,9.91,0
Lyndhursttownship,NJ,3,42090,713.31,0.93,78.41,81.08,80.11,2.46,1.97,11.35,2.11,3792.6,49.71,1.61,8.41,2.4,68.92,1.02,7.42,82.74,91.22,4.36,4.2,63.6,51.07,6.29,4.55,0.35,3,8.37,,29.89,0
Somervillecity,MA,17,62535,1097.87,4.28,66.35,68.84,71.38,11.26,3.87,22.27,9.2,17893,65.23,7.05,9.4,6.54,35.09,4.6,8.04,73.74,81.97,7.45,6.34,31,46.82,6.53,6.33,3.07,2,27.93,92.43,24.82,4.44
Sheltontown,CT,1,68170,249.29,0.92,83.98,86.45,89.32,1.91,0.87,7.6,1.68,1118.7,31.95,1.15,7.88,1.34,83.15,0.71,6.95,88.02,93.32,2.8,4.02,79.48,57.03,5.97,4.44,5.31,3,1.02,,16.88,0
NorthBergentownship,NJ,17,52470,1113.56,3.89,70.77,73.91,74.89,13.68,7.47,39.07,9.56,8999.6,70.41,6.76,12.56,14.76,45.58,4.09,10.91,43.57,78.04,6.61,6.85,39.98,39.92,9.03,7.69,1.78,2,21.37,,35.46,0
Columbuscity,GA,215,,547.48,5.78,57.84,63.91,63.75,1.14,4.53,3.4,1.01,800,45.69,0.78,16.97,0.79,54.98,0.61,14.31,93.1,69.64,9.88,4.67,53.87,27.68,11.42,7.16,2.78,3,1.49,86.9,28.48,8.13
MortonGrovevillage,IL,,,192.2,0.21,90.16,91.42,94.01,4.53,1.86,22.72,2.85,4247.2,28.93,1.83,5.26,3.52,94.6,1.23,4.5,68.83,98.15,2.99,4.72,92.8,69.6,3.66,2.77,1.69,3,7.82,,15.83,0
TwinFallscity,ID,,,388.85,1.28,74.19,75.22,71.93,1.6,3.57,2.88,1.09,2526.6,47.99,0.85,14.3,1.34,65.15,0.49,12.55,91.52,81.96,6.7,5.9,62.76,37.64,10.58,4.35,1.3,3,0.77,,23.5,0
Minnetonkacity,MN,53,43252,132.67,1.23,84.43,85.62,85.31,0.9,0.7,2.64,0.55,1722.6,38.44,0.22,10.62,0.41,82.84,0.13,9.01,95.23,94.63,2.18,2.79,76.63,61.68,7.25,3.65,0.21,3,2.18,,5.75,0
EastProvidencecity,RI,7,22960,422.48,1.58,74.52,77.15,79.56,2.65,1.73,14.74,1.7,3629,52.31,1.4,10.96,4.88,67.91,1.04,9.67,77.71,85.86,6.93,4.02,60.35,43.59,8.12,5.57,1.63,2,3.57,,33.08,0
Cohoescity,NY,1,16749,88.36,4.13,61.44,62.98,65.09,0.64,1.14,4.56,0.51,4339.5,42.95,0.45,12.43,1.37,49.07,0.42,11.4,89.39,63.57,8.41,4.09,45.2,39.63,10.16,7.11,4.74,3,4.54,,33.74,0
GlensFallscity,NY,113,29333,125.58,1.83,66.85,68.14,76.35,0.2,1.09,1.84,0.14,3763.7,44.74,0.1,14.49,0.47,56.29,0,12.95,95.74,70.2,7.71,4.59,50.87,44.43,11.05,5.84,2.5,3,1.99,,20.96,0
Dyersburgcity,TN,,,333.3,4.2,57.94,63.43,60.16,0.21,2.33,0.42,0.21,1417.4,54.89,0.21,16.81,0.18,55.02,0.21,15.51,98.42,71.1,14.06,2.91,53.84,26,13.92,7.35,2.32,2,0,,44.8,0
Cromwelltown,CT,7,18080,379.09,0.46,80.42,84.1,87.52,1.13,0.7,6.19,0.87,957.1,49.1,0.72,10.52,1.25,79.17,0.12,9.32,88.11,94.95,2.27,3.06,75.22,58.69,7.98,3.09,0.88,3,0.9,,13.97,0
Bloomfieldtownship,MI,125,9110,219.96,0.21,90.62,91.46,89.75,2.72,0.46,11.14,2.22,1642.9,17.19,1.81,6.68,1.18,93.12,1.52,5.61,87.09,96.83,1.49,3.33,90.34,73.54,4.48,2.08,0,4,0.28,,4.35,0
Cranstoncity,RI,7,19180,441.52,2.08,75.87,78.22,77.97,1.62,1.04,7.34,1.1,2569.9,46.14,0.69,10.94,1.92,73.09,0.36,9.69,86.28,86.2,6.39,3.3,66.36,49.37,8.3,5.96,0.94,3,2.62,95.79,26.03,0
Marshallcity,TX,,,412.41,5.33,56.86,63.28,69.64,0.74,5.06,1.64,0.57,952.2,46.61,0.41,13.63,1.04,63.5,0.32,12.48,96.18,68.45,14.04,6.82,65.38,30.73,11.05,8.43,3.68,3,0.06,,31.7,0
CoralGablescity,FL,,,1986.46,1.16,76.81,79.7,79.57,9.74,6.32,35.61,7.54,3272.2,50.96,5.86,13.13,6.93,70.47,4.03,10.74,51.8,88.7,3.79,4.25,63.61,56.73,8.04,4.03,2.45,2,3.11,100,10.4,6.02
Hagerstowncity,MD,,,270.72,5.05,56.96,61.26,68.79,0.63,1.39,1.3,0.55,3450.1,55.31,0.32,17.57,0.53,42.67,0.19,15.65,96.96,64.12,10.46,3,41.15,31.02,13.3,4.28,9.24,2,1.61,,34.97,0
Vernontown,CT,13,78250,233.93,2.54,73.26,75,76.35,1.76,1.28,5.82,1.03,1624.6,52.95,0.71,12.41,1.18,64.03,0.39,11,91.07,83.39,4.03,3,57.58,53.39,9.48,3.5,0.98,2,2.73,,18.96,0
Killeencity,TX,,,335.24,3.9,71.52,76.38,77.09,3.22,8.12,8.49,2.74,2215.9,54.56,1.84,13.18,1.62,44.96,1.23,11.39,81.47,84.65,4.39,4.67,41.46,24.82,9.6,9.52,1.69,2,0.09,68.61,14.16,18.42
Morgantowncity,WV,,,187.94,1.37,77.44,78.5,73.6,4.1,1.39,5.68,3.73,3226.8,50.19,3.36,6.59,0.87,48.39,2.87,5.6,92.45,90.84,2.42,2.33,44.37,45.33,4.61,8.03,1.2,2,2.45,,14.84,0
Athenscity,TN,,,356.35,1.59,63.34,67.25,72.22,0.24,1.51,0.75,0.24,951.5,46.14,0.24,15.11,0.3,65.08,0.08,12.82,97.91,65.15,11,2.25,62.86,25.71,9.96,9.34,1.18,3,0,,40.15,0
Clintontownship,MI,99,16520,334.33,1.86,78.98,79.54,80.07,0.88,1.87,6.1,0.71,2939.4,45.52,0.51,11.61,1.1,77.23,0.37,10.03,91.11,87.23,4.33,3.8,71.39,48.02,8.27,6.03,1.15,3,0.55,,19.85,0
Hamdentown,CT,9,35650,435.12,1.38,80.38,82.45,84.54,1.99,0.96,7.16,1.56,1543.8,45.4,1.05,8.76,0.86,75.88,0.58,7.71,88.88,93.66,3.83,3.24,70.21,58.35,6.44,3.83,1.37,3,3.13,90.92,15.22,6
Friendswoodcity,TX,,,120.91,0.52,83.56,84.67,88.01,1.02,1.84,4.25,0.89,1061.7,16.83,0.54,11.13,0.88,78.85,0.27,9.3,92.64,94.1,1.82,4.46,75.4,53.18,7.37,3.72,1.03,3,0.85,,7.43,0
SanGabrielcity,CA,,,709.93,3.61,69.01,73.05,80.23,24.28,21.14,42.67,18.57,8664.8,67.48,13.02,12,17.14,48.09,8.62,10.09,41.72,76.13,11.63,12.4,48.49,37.06,7.95,6.15,1.92,2,4.86,,29.14,0
SanLuisObispocity,CA,,,271.54,1.7,70.13,70.76,70.98,3.76,6.45,8.62,3.19,4363.4,61.66,2.47,11.3,1.64,43.88,1.5,8.96,87.68,86.71,4.81,3.51,44.07,52.21,6.73,5.68,0.43,2,2.03,,11.01,0
Bedfordcity,TX,,,225.43,1.12,81.72,82.09,82.5,1.76,2.09,4.07,1.33,4219.2,44.75,0.96,14.9,0.71,64.87,0.79,13.03,92.39,90.77,1.52,2.91,54.96,45.43,11.04,3.53,0.08,3,0.03,,7.02,0
Lakevillecity,MN,37,35180,186.74,1.75,86.1,87.29,88.65,0.49,1.8,1.4,0.37,662.7,24.65,0.25,8.49,0.31,90.63,0.12,7.89,96.25,92.4,2.79,4.71,88.63,40.93,7.31,3.86,1.57,3,0.76,,6.02,0
Marshfieldcity,WI,141,49675,85.9,1.24,81.32,79.08,80.09,0.25,1.09,1.21,0.25,1787.2,46.42,0.13,9.26,0.67,70.94,0.13,8.03,96.44,86.66,7.05,3.46,62.57,52.78,6.61,4.82,0,3,0.08,,23.13,0
BigRapidscity,MI,107,8300,63.27,3.56,66.4,64.98,68.79,2.01,2.03,3.21,1.9,2044.6,57.53,1.59,6.91,0.4,40.59,1.33,4.9,95.49,61.05,12.29,4.36,39.18,37.34,3.21,11.35,1.03,2,0.34,,17.72,0
Grovescity,TX,,,343.98,0.43,77.79,80.28,85.32,0.43,3.24,1.79,0.24,3058,41.15,0.13,10.46,0.94,76.04,0.13,9.62,91.45,95.48,3.67,3.56,75.24,45.16,8.69,4.93,1.9,3,0,,19.02,0
Longviewcity,TX,,,722.09,3.31,67.62,71.28,72.44,1.29,4.19,2.41,1.03,1297.6,48.1,0.73,15.07,1.09,60.31,0.46,13.45,94.54,81.42,6.11,4.55,58.12,35.98,11.63,7.22,4.11,3,0.13,83.67,22.56,5.47
Norfolkcity,VA,710,57000,891.1,9.62,55.53,62.76,58.3,1.72,5.32,3.74,1.37,4690.3,57.54,1.05,15.33,0.73,44.52,0.7,12.87,92.82,72.45,9.33,6.13,44.02,29.49,10.78,6.1,3.94,2,5.57,68.51,27.31,7.65
Birminghamcity,AL,,,1309.06,9.04,44.48,52.09,54.45,0.67,3.97,1.2,0.59,1728.9,54.83,0.48,17.45,0.38,56.3,0.34,15.71,96.43,64.74,10.79,6.35,53.39,23.14,13.53,9.24,7.24,2,3.56,71.93,30.7,3.68
McCombcity,MS,,,358.95,10.71,45.15,50.4,47.17,0.06,4.17,0.63,0.06,1532.4,41.2,0.06,15.05,0.37,59.48,0,12.94,97.84,60.11,16.06,5.54,61.56,24.86,9.99,10.95,1.75,3,0.62,,35.93,0
RoundRockcity,TX,,,213.19,1.11,76.4,78.66,78.88,1.5,5.98,4.56,1.12,1561.8,35.33,0.79,14.76,2.39,57.22,0.38,12.22,84.37,87.14,2.52,5.22,53.96,36.48,9.48,4.03,3.18,3,0.22,,14.97,0
Bridgeporttown,CT,1,8070,2695.09,12.01,46.99,53.59,55.71,6.42,6.74,14.63,5.05,8545.4,65.45,3.6,14.3,7.56,45.05,2.15,12.62,63.86,57.79,13.24,8.46,44.15,32.76,10.69,10.62,13.77,2,6.39,88.36,38.91,6.17
Onalaskacity,WI,63,59925,54.75,0.56,81.3,80.59,79.12,0.36,0.75,1.76,0.36,1693.4,42.58,0.3,10.53,0.35,72.54,0.3,9.13,95.82,85.16,3.56,2.47,67.79,51.51,7.61,2.91,0.73,3,0.12,,13.91,0
Northvilletownship,MI,163,59000,140.54,1.21,82.63,85.79,86.15,1.46,0.78,6.01,1.25,1015.5,43.59,1.11,11.27,0.96,78.78,0.83,10.29,92.87,92.81,2.2,2.85,71.01,67.92,9.35,3.19,1.04,3,0.3,,10.94,0
Lincolnwoodvillage,IL,,,359.19,0.13,88.98,90.3,87.53,4.58,1.32,27.64,3.03,4129.7,16.48,1.47,5.49,3.21,96.12,1.03,4.36,61.38,100,1.53,4.72,96,65.84,3.09,4.13,0,3,6.04,,11.45,0
Lawrencevillecity,GA,,,465.63,2.07,73.67,76.51,77.54,1.77,2.94,2.96,1.08,1317.5,41.83,1.05,15.43,1.5,60.24,0.67,13.3,95.05,86.86,5.02,3.73,57.33,32.22,10.94,4.29,0.82,3,0.21,,24.64,0
SouthBurlingtoncity,VT,7,66175,122.28,1.38,77.83,76.75,72.75,1.49,0.73,5.29,1.3,743.7,46.15,0.95,13.08,0.55,74.21,0.66,11.27,91.21,95.6,1.14,2.74,71.63,59.63,9.29,2.46,0.39,3,0.29,,8.97,0
Indianolacity,IA,181,92036,55.51,0.92,77.63,77.72,76.2,0.09,1.25,0.44,0.09,1307.3,47.61,0.09,10.2,0.14,70.38,0.04,9.09,97.62,89.78,4.47,2.97,63.51,49.27,7.79,3.34,0,3,0.78,,14.19,0
MountPleasanttown,SC,,,211.54,1.68,78.87,79.98,78.61,0.42,1.4,2.3,0.35,1333.6,37.72,0.14,12.2,0.35,67.12,0.14,10.41,95.78,92.36,2.81,2.96,62.06,48.23,8.48,1.97,1.22,3,0.35,,9.74,0
AlbertLeacity,MN,47,694,216.07,1.04,75.92,76.67,77.74,0.25,1.3,1.17,0.16,1849.7,45.62,0.16,9.95,0.46,77.18,0.03,9.53,94.95,81.06,7.18,2.66,71.62,48.65,9.03,9.37,1.01,3,0.83,,24.27,0
Hendersoncity,TX,,,1235.7,4.65,64.5,71.1,71.51,1.84,4.86,2.78,1.32,985.4,44.42,1.07,12,1.58,67.8,0.75,10.26,94.01,77.67,10.02,5.51,68.91,36.18,8.04,7.72,1.75,3,0.17,,33.75,0
LakeWorthcity,FL,,,1286.78,5.82,57.78,62.69,64.64,11.31,7.78,20.39,8.5,4911.3,78.33,5.94,15.33,8.17,55.33,3.08,15.22,71.53,60.93,4.46,5.75,55.57,38.37,15.11,5.64,3.46,2,2.12,,32.9,0
Bethlehemtownship,PA,95,6096,71.83,0.79,87.5,88.98,89.68,0.85,0.58,3.8,0.54,1087.2,21.42,0.15,7.11,0.71,88.96,0.04,6.28,92.08,94.2,2.68,3.59,86.34,56.3,5.42,2.87,0.49,3,0.42,,18.25,0
MichiganCitycity,IN,,,1064.36,6.43,57.64,62.08,62.31,0.38,3.14,1.99,0.28,1665.8,51.04,0.11,16.06,0.74,62.85,0.06,15.37,94.16,69.72,7.07,6.47,59.82,33.54,14.65,7.88,7.68,2,1.73,,30.88,0
Kenoshacity,WI,59,39225,363.6,4.12,65.57,68.34,74.75,1.11,3.16,5.01,0.93,3599.2,49.94,0.71,13.36,1.5,66.18,0.47,11.97,89.51,76.39,9.97,5.38,61.99,45.85,10.4,7.8,2.74,3,1.99,93,26.84,5
WestWindsortownship,NJ,21,80240,740.92,0.39,92.58,93.55,93.37,6.68,1.62,15.22,5.29,594.6,28.07,3.65,5.2,2.11,80.83,2.26,4.41,80.21,97.09,2.52,4.01,76.17,67.05,3.6,2.85,0.21,4,17.87,,6,0
SantaBarbaracity,CA,,,262.62,3.72,63.88,69.29,71.12,11.59,10.61,22.53,9.51,4371.2,67.49,7.37,15.94,9.09,43.68,4.97,13.64,69.74,81.66,6.01,9.23,42.17,48.54,11.21,4.6,0.53,2,3.95,91.67,20.9,3.62
Harveycity,IL,,,2896.35,14.17,37.44,46.13,48.54,1.87,11.29,4.42,1.06,4637.2,46.19,0.83,18.64,1.97,60.6,0.47,16.28,91.31,42.44,20.55,16.69,58.83,15.59,13.56,17.3,29.5,3,14.33,,33.29,0
